"Category","City","Country","Customer Name","Manufacturer","Order Date","Order ID","Postal Code","Product Name","Region","Segment","Ship Date","Ship Mode","State","Sub-Category","Discount","Number of Records","Profit","Profit Ratio","Quantity","Sales","Column22","Profit_Amount","Formatted_Order_Date","Sales_Amount","Profit_Amount:1","Formatted_Order_Date:1"
Furniture,Columbus,United States,David Smith,Eldon,"3/28/13",CA-2013-119074,31907,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",South,Corporate,"4/1/13",Standard Class,Georgia,Furnishings,"0%",1,US$11 ,"28%",4,US$40 ,"",11,"2013-28-03",40,11,"2013-28-03"
Office Supplies,Columbus,United States,David Smith,Acco,"3/28/13",CA-2013-119074,31907,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",South,Corporate,"4/1/13",Standard Class,Georgia,Binders,"0%",1,US$16 ,"49%",2,US$33 ,"",16,"2013-28-03",33,16,"2013-28-03"
Office Supplies,Los Angeles,United States,Chris Cortes,Xerox,"3/29/13",CA-2013-131380,90032,Xerox 1983,West,Consumer,"4/1/13",Second Class,California,Paper,"0%",1,US$3 ,"49%",1,US$6 ,"",3,"2013-29-03",6,3,"2013-29-03"
Office Supplies,Los Angeles,United States,Chris Cortes,Rogers,"3/29/13",CA-2013-131380,90032,Rogers Deluxe File Chest,West,Consumer,"4/1/13",Second Class,California,Storage,"0%",1,US$1 ,"1%",4,US$88 ,"",1,"2013-29-03",88,1,"2013-29-03"
Office Supplies,Arlington,United States,Aaron Smayling,Other,"3/29/13",CA-2013-162901,22204,Hanging Personal Folder File,South,Corporate,"4/1/13",First Class,Virginia,Storage,"0%",1,US$8 ,"25%",2,US$31 ,"",8,"2013-29-03",31,8,"2013-29-03"
Furniture,Springfield,United States,Troy Blackwell,Bush,"3/30/13",CA-2013-127236,45503,"Bush Andora Bookcase, Maple/Graphite Gray Finish",East,Consumer,"4/3/13",Standard Class,Ohio,Bookcases,"50%",1,(US$168),-56%,5,US$300 ,"",-168,"2013-30-03",300,-168,"2013-30-03"
Furniture,New York City,United States,Janet Martin,Howard Miller,"3/30/13",CA-2013-167556,10009,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Consumer,"4/3/13",Standard Class,New York,Furnishings,"0%",1,US$124 ,"30%",8,US$414 ,"",124,"2013-30-03",414,124,"2013-30-03"
Furniture,Chicago,United States,Maria Etezadi,Global,"3/30/13",CA-2013-152555,60653,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Central,Home Office,"4/3/13",Second Class,Illinois,Chairs,"30%",1,(US$36),-4%,6,US$844 ,"",-36,"2013-30-03",844,-36,"2013-30-03"
Office Supplies,New York City,United States,Janet Martin,Acco,"3/30/13",CA-2013-167556,10009,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",East,Consumer,"4/3/13",Standard Class,New York,Binders,"20%",1,US$9 ,"31%",5,US$30 ,"",9,"2013-30-03",30,9,"2013-30-03"
Office Supplies,New York City,United States,Janet Martin,GBC,"3/30/13",CA-2013-167556,10009,GBC Plastic Binding Combs,East,Consumer,"4/3/13",Standard Class,New York,Binders,"20%",1,US$15 ,"36%",7,US$41 ,"",15,"2013-30-03",41,15,"2013-30-03"
Office Supplies,New York City,United States,Janet Martin,Other,"3/30/13",CA-2013-167556,10009,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",East,Consumer,"4/3/13",Standard Class,New York,Paper,"0%",1,US$7 ,"50%",2,US$13 ,"",7,"2013-30-03",13,7,"2013-30-03"
Office Supplies,Chicago,United States,Maria Etezadi,Other,"3/30/13",CA-2013-152555,60653,Computer Printout Paper with Letter-Trim Perforations,Central,Home Office,"4/3/13",Second Class,Illinois,Paper,"20%",1,US$16 ,"35%",3,US$46 ,"",16,"2013-30-03",46,16,"2013-30-03"
Technology,Springfield,United States,Troy Blackwell,Clearsounds,"3/30/13",CA-2013-127236,45503,Clearsounds A400,East,Consumer,"4/3/13",Standard Class,Ohio,Phones,"40%",1,(US$37),-23%,4,US$158 ,"",-37,"2013-30-03",158,-37,"2013-30-03"
Technology,Chicago,United States,Maria Etezadi,Jabra,"3/30/13",CA-2013-152555,60653,Jabra BIZ 2300 Duo QD Duo Corded Headset,Central,Home Office,"4/3/13",Second Class,Illinois,Phones,"20%",1,US$61 ,"8%",8,US$813 ,"",61,"2013-30-03",813,61,"2013-30-03"
Office Supplies,Norwich,United States,Cathy Prescott,Xerox,"3/31/13",CA-2013-128258,6360,Xerox 188,East,Corporate,"4/2/13",First Class,Connecticut,Paper,"0%",1,US$6 ,"49%",1,US$11 ,"",6,"2013-31-03",11,6,"2013-31-03"
Technology,Philadelphia,United States,Carlos Soltero,Anker,"4/1/13",US-2013-151827,19134,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,East,Consumer,"4/3/13",Second Class,Pennsylvania,Accessories,"20%",1,US$1 ,"4%",2,US$32 ,"",1,"2013-01-04",32,1,"2013-01-04"
Technology,Philadelphia,United States,Carlos Soltero,Other,"4/1/13",US-2013-151827,19134,LG Exalt,East,Consumer,"4/3/13",Second Class,Pennsylvania,Phones,"40%",1,(US$61),-22%,3,US$281 ,"",-61,"2013-01-04",281,-61,"2013-01-04"
Furniture,New York City,United States,Erica Hackney,Global,"4/1/13",CA-2013-124100,10009,"Global Value Steno Chair, Gray",East,Consumer,"4/7/13",Standard Class,New York,Chairs,"10%",1,US$55 ,"17%",6,US$328 ,"",55,"2013-01-04",328,55,"2013-01-04"
Office Supplies,Auburn,United States,Raymond Buch,Other,"4/2/13",CA-2013-166674,13021,"50 Colored Long Pencils",East,Consumer,"4/4/13",Second Class,New York,Art,"0%",1,US$8 ,"26%",3,US$30 ,"",8,"2013-02-04",30,8,"2013-02-04"
Office Supplies,Auburn,United States,Raymond Buch,Boston,"4/2/13",CA-2013-166674,13021,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,East,Consumer,"4/4/13",Second Class,New York,Art,"0%",1,US$71 ,"27%",6,US$264 ,"",71,"2013-02-04",264,71,"2013-02-04"
Office Supplies,Auburn,United States,Raymond Buch,Newell,"4/2/13",CA-2013-166674,13021,Newell 342,East,Consumer,"4/4/13",Second Class,New York,Art,"0%",1,US$3 ,"29%",3,US$10 ,"",3,"2013-02-04",10,3,"2013-02-04"
Office Supplies,Auburn,United States,Raymond Buch,Newell,"4/2/13",CA-2013-166674,13021,Newell 345,East,Consumer,"4/4/13",Second Class,New York,Art,"0%",1,US$15 ,"26%",3,US$60 ,"",15,"2013-02-04",60,15,"2013-02-04"
Office Supplies,Auburn,United States,Raymond Buch,Fellowes,"4/2/13",CA-2013-166674,13021,Fellowes Bankers Box Recycled Super Stor/Drawer,East,Consumer,"4/4/13",Second Class,New York,Storage,"0%",1,US$10 ,"6%",3,US$162 ,"",10,"2013-02-04",162,10,"2013-02-04"
Technology,Auburn,United States,Raymond Buch,Belkin,"4/2/13",CA-2013-166674,13021,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,East,Consumer,"4/4/13",Second Class,New York,Phones,"0%",1,US$9 ,"26%",4,US$35 ,"",9,"2013-02-04",35,9,"2013-02-04"
Furniture,New York City,United States,Frank Preis,Hon,"4/2/13",CA-2013-111213,10009,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Consumer,"4/6/13",Standard Class,New York,Chairs,"10%",1,US$293 ,"22%",6,"US$1,317 ","",293,"2013-02-04",1,293,"2013-02-04"
Furniture,Columbus,United States,Daniel Byrd,Other,"4/2/13",CA-2013-127985,31907,Regeneration Desk Collection,South,Home Office,"4/6/13",Second Class,Georgia,Furnishings,"0%",1,US$3 ,"44%",4,US$7 ,"",3,"2013-02-04",7,3,"2013-02-04"
Office Supplies,New York City,United States,Frank Preis,Avery,"4/2/13",CA-2013-111213,10009,Avery Non-Stick Binders,East,Consumer,"4/6/13",Standard Class,New York,Binders,"20%",1,US$1 ,"31%",1,US$4 ,"",1,"2013-02-04",4,1,"2013-02-04"
Office Supplies,New York City,United States,Frank Preis,Other,"4/2/13",CA-2013-111213,10009,Staples,East,Consumer,"4/6/13",Standard Class,New York,Supplies,"0%",1,US$19 ,"29%",8,US$64 ,"",19,"2013-02-04",64,19,"2013-02-04"
Office Supplies,New York City,United States,Thomas Boland,Avery,"4/2/13",CA-2013-161473,10035,Avery Hanging File Binders,East,Corporate,"4/6/13",Standard Class,New York,Binders,"20%",1,US$5 ,"33%",3,US$14 ,"",5,"2013-02-04",14,5,"2013-02-04"
Office Supplies,New York City,United States,Thomas Boland,Avery,"4/2/13",CA-2013-161473,10035,Avery 473,East,Corporate,"4/6/13",Standard Class,New York,Labels,"0%",1,US$10 ,"48%",2,US$21 ,"",10,"2013-02-04",21,10,"2013-02-04"
Office Supplies,New York City,United States,Thomas Boland,Acme,"4/2/13",CA-2013-161473,10035,Acme Value Line Scissors,East,Corporate,"4/6/13",Standard Class,New York,Supplies,"0%",1,US$3 ,"30%",3,US$11 ,"",3,"2013-02-04",11,3,"2013-02-04"
Office Supplies,New York City,United States,Don Weiss,Boston,"4/2/13",CA-2013-149902,10024,Boston 16801 Nautilus Battery Pencil Sharpener,East,Consumer,"4/7/13",Standard Class,New York,Art,"0%",1,US$23 ,"26%",4,US$88 ,"",23,"2013-02-04",88,23,"2013-02-04"
Technology,Milwaukee,United States,Muhammed Yedwab,Other,"4/2/13",US-2013-160206,53209,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Central,Corporate,"4/8/13",Standard Class,Wisconsin,Phones,"0%",1,US$0 ,"2%",1,US$13 ,"",0,"2013-02-04",13,0,"2013-02-04"
Office Supplies,Sierra Vista,United States,Barry Blumstein,Belkin,"4/2/13",CA-2013-103947,85635,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,West,Corporate,"4/9/13",Standard Class,Arizona,Appliances,"20%",1,US$3 ,"10%",2,US$30 ,"",3,"2013-02-04",30,3,"2013-02-04"
Office Supplies,Sierra Vista,United States,Barry Blumstein,Other,"4/2/13",CA-2013-103947,85635,Staples,West,Corporate,"4/9/13",Standard Class,Arizona,Fasteners,"20%",1,US$10 ,"31%",5,US$32 ,"",10,"2013-02-04",32,10,"2013-02-04"
Furniture,Milwaukee,United States,Denny Joy,Global,"4/3/13",CA-2013-123540,53209,Global Executive Mid-Back Manager's Chair,Central,Corporate,"4/7/13",Second Class,Wisconsin,Chairs,"0%",1,US$378 ,"26%",5,"US$1,455 ","",378,"2013-03-04",1,378,"2013-03-04"
Office Supplies,Dallas,United States,Steven Roelle,Xerox,"4/4/13",CA-2013-162222,75081,Xerox 1962,Central,Home Office,"4/4/13",Same Day,Texas,Paper,"20%",1,US$3 ,"31%",3,US$10 ,"",3,"2013-04-04",10,3,"2013-04-04"
Office Supplies,Philadelphia,United States,Carlos Soltero,GBC,"4/4/13",CA-2013-120796,19140,"GBC Velobind Prepunched Cover Sets, Regency Series",East,Consumer,"4/8/13",Standard Class,Pennsylvania,Binders,"70%",1,(US$83),-83%,9,US$100 ,"",-83,"2013-04-04",100,-83,"2013-04-04"
Furniture,Richmond,United States,Zuschuss Donatelli,Seth Thomas,"4/4/13",CA-2013-167682,47374,"Seth Thomas 13 1/2"" Wall Clock",Central,Consumer,"4/10/13",Standard Class,Indiana,Furnishings,"0%",1,US$22 ,"31%",4,US$71 ,"",22,"2013-04-04",71,22,"2013-04-04"
Technology,Richmond,United States,Zuschuss Donatelli,Plantronics,"4/4/13",CA-2013-167682,47374,Plantronics Voyager Pro HD - Bluetooth Headset,Central,Consumer,"4/10/13",Standard Class,Indiana,Phones,"0%",1,US$125 ,"48%",4,US$260 ,"",125,"2013-04-04",260,125,"2013-04-04"
Office Supplies,Springfield,United States,Maria Etezadi,Wirebound,"4/5/13",CA-2013-159142,22153,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",South,Home Office,"4/6/13",First Class,Virginia,Paper,"0%",1,US$13 ,"47%",3,US$28 ,"",13,"2013-05-04",28,13,"2013-05-04"
Technology,Springfield,United States,Maria Etezadi,Anker,"4/5/13",CA-2013-159142,22153,Anker Astro 15000mAh USB Portable Charger,South,Home Office,"4/6/13",First Class,Virginia,Phones,"0%",1,US$6 ,"4%",3,US$150 ,"",6,"2013-05-04",150,6,"2013-05-04"
Furniture,Troy,United States,Becky Castell,Deflect-o,"4/5/13",CA-2013-123050,12180,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",East,Home Office,"4/9/13",Second Class,New York,Furnishings,"0%",1,US$7 ,"9%",2,US$83 ,"",7,"2013-05-04",83,7,"2013-05-04"
Office Supplies,Troy,United States,Becky Castell,Tenex,"4/5/13",CA-2013-123050,12180,"Tenex File Box, Personal Filing Tote with Lid, Black",East,Home Office,"4/9/13",Second Class,New York,Storage,"0%",1,US$8 ,"26%",2,US$31 ,"",8,"2013-05-04",31,8,"2013-05-04"
Technology,Troy,United States,Becky Castell,Logitech,"4/5/13",CA-2013-123050,12180,Logitech Trackman Marble Mouse,East,Home Office,"4/9/13",Second Class,New York,Accessories,"0%",1,US$38 ,"42%",3,US$90 ,"",38,"2013-05-04",90,38,"2013-05-04"
Office Supplies,New York City,United States,Evan Henry,Ibico,"4/5/13",CA-2013-167115,10035,Ibico Ibimaster 300 Manual Binding System,East,Consumer,"4/10/13",Standard Class,New York,Binders,"20%",1,US$184 ,"31%",2,US$589 ,"",184,"2013-05-04",589,184,"2013-05-04"
Office Supplies,Philadelphia,United States,Justin Hirsh,Other,"4/6/13",CA-2013-161907,19140,Premier Automatic Letter Opener,East,Consumer,"4/10/13",Standard Class,Pennsylvania,Supplies,"20%",1,(US$163),-21%,4,US$769 ,"",-163,"2013-06-04",769,-163,"2013-06-04"
Technology,Philadelphia,United States,Justin Hirsh,Clearsounds,"4/6/13",CA-2013-161907,19140,Clearsounds A400,East,Consumer,"4/10/13",Standard Class,Pennsylvania,Phones,"40%",1,(US$28),-23%,3,US$119 ,"",-28,"2013-06-04",119,-28,"2013-06-04"
Office Supplies,Houston,United States,Gary Mitchum,Eldon,"4/6/13",CA-2013-159695,77095,Eldon Portable Mobile Manager,Central,Home Office,"4/11/13",Second Class,Texas,Storage,"20%",1,US$14 ,"9%",7,US$158 ,"",14,"2013-06-04",158,14,"2013-06-04"
Technology,Burlington,United States,Valerie Mitchum,Nortel,"4/7/13",US-2013-150140,5408,Nortel Meridian M5316 Digital phone,East,Home Office,"4/11/13",Standard Class,Vermont,Phones,"0%",1,US$337 ,"26%",5,"US$1,295 ","",337,"2013-07-04",1,337,"2013-07-04"
Office Supplies,Lakewood,United States,Erin Smith,Xerox,"4/8/13",CA-2013-154998,8701,Xerox 1939,East,Corporate,"4/10/13",First Class,New Jersey,Paper,"0%",1,US$18 ,"48%",2,US$38 ,"",18,"2013-08-04",38,18,"2013-08-04"
Technology,San Francisco,United States,Yoseph Carroll,Hewlett-Packard,"4/8/13",CA-2013-110499,94110,Hewlett Packard 610 Color Digital Copier / Printer,West,Corporate,"4/10/13",First Class,California,Copiers,"20%",1,US$375 ,"31%",3,"US$1,200 ","",375,"2013-08-04",1,375,"2013-08-04"
Office Supplies,New York City,United States,Sarah Foster,Newell,"4/8/13",CA-2013-132899,10009,Newell 322,East,Consumer,"4/12/13",Standard Class,New York,Art,"0%",1,US$1 ,"27%",2,US$4 ,"",1,"2013-08-04",4,1,"2013-08-04"
Furniture,New York City,United States,Dorris liebe,Hon,"4/8/13",CA-2013-120530,10035,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Corporate,"4/13/13",Standard Class,New York,Chairs,"10%",1,US$146 ,"22%",3,US$659 ,"",146,"2013-08-04",659,146,"2013-08-04"
Office Supplies,Philadelphia,United States,Alan Shonely,Belkin,"4/8/13",CA-2013-114405,19120,Belkin 7-Outlet SurgeMaster Home Series,East,Consumer,"4/13/13",Standard Class,Pennsylvania,Appliances,"20%",1,US$3 ,"8%",3,US$34 ,"",3,"2013-08-04",34,3,"2013-08-04"
Office Supplies,Philadelphia,United States,Alan Shonely,Eldon,"4/8/13",CA-2013-114405,19120,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,East,Consumer,"4/13/13",Standard Class,Pennsylvania,Storage,"20%",1,US$4 ,"10%",3,US$37 ,"",4,"2013-08-04",37,4,"2013-08-04"
Furniture,Columbus,United States,Raymond Messe,Hon,"4/9/13",US-2013-106600,31907,"Hon Metal Bookcases, Black",South,Consumer,"4/12/13",First Class,Georgia,Bookcases,"0%",1,US$89 ,"25%",5,US$355 ,"",89,"2013-09-04",355,89,"2013-09-04"
Furniture,Houston,United States,Zuschuss Carroll,Global,"4/9/13",CA-2013-130946,77041,Global Chrome Stack Chair,Central,Consumer,"4/13/13",Standard Class,Texas,Chairs,"30%",1,(US$4),-4%,4,US$96 ,"",-4,"2013-09-04",96,-4,"2013-09-04"
Office Supplies,Houston,United States,Zuschuss Carroll,GBC,"4/9/13",CA-2013-130946,77041,GBC DocuBind P400 Electric Binding System,Central,Consumer,"4/13/13",Standard Class,Texas,Binders,"80%",1,"(US$1,851)",-170%,4,"US$1,089 ","",-1,"2013-09-04",1,-1,"2013-09-04"
Office Supplies,Los Angeles,United States,Logan Currie,Xerox,"4/9/13",CA-2013-130477,90032,Xerox 1923,West,Consumer,"4/13/13",Standard Class,California,Paper,"0%",1,US$10 ,"48%",3,US$20 ,"",10,"2013-09-04",20,10,"2013-09-04"
Office Supplies,Los Angeles,United States,Logan Currie,Xerox,"4/9/13",CA-2013-130477,90032,Xerox 1931,West,Consumer,"4/13/13",Standard Class,California,Paper,"0%",1,US$6 ,"48%",2,US$13 ,"",6,"2013-09-04",13,6,"2013-09-04"
Office Supplies,Los Angeles,United States,Logan Currie,Fellowes,"4/9/13",CA-2013-130477,90032,Fellowes Neat Ideas Storage Cubes,West,Consumer,"4/13/13",Standard Class,California,Storage,"0%",1,US$3 ,"4%",2,US$65 ,"",3,"2013-09-04",65,3,"2013-09-04"
Technology,Houston,United States,Zuschuss Carroll,Kensington,"4/9/13",CA-2013-130946,77041,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Central,Consumer,"4/13/13",Standard Class,Texas,Accessories,"20%",1,US$65 ,"15%",9,US$432 ,"",65,"2013-09-04",432,65,"2013-09-04"
Furniture,New York City,United States,Jeremy Lonsdale,Sauder,"4/9/13",CA-2013-138520,10035,Sauder Barrister Bookcases,East,Consumer,"4/14/13",Standard Class,New York,Bookcases,"20%",1,(US$5),-1%,6,US$389 ,"",-5,"2013-09-04",389,-5,"2013-09-04"
Office Supplies,New York City,United States,Jeremy Lonsdale,Dixon,"4/9/13",CA-2013-138520,10035,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",East,Consumer,"4/14/13",Standard Class,New York,Art,"0%",1,US$7 ,"41%",4,US$17 ,"",7,"2013-09-04",17,7,"2013-09-04"
Office Supplies,New York City,United States,Jeremy Lonsdale,Other,"4/9/13",CA-2013-138520,10035,"#10 Gummed Flap White Envelopes, 100/Box",East,Consumer,"4/14/13",Standard Class,New York,Envelopes,"0%",1,US$4 ,"46%",2,US$8 ,"",4,"2013-09-04",8,4,"2013-09-04"
Office Supplies,New York City,United States,Jeremy Lonsdale,Adams,"4/9/13",CA-2013-138520,10035,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",East,Consumer,"4/14/13",Standard Class,New York,Paper,"0%",1,US$16 ,"46%",5,US$34 ,"",16,"2013-09-04",34,16,"2013-09-04"
Furniture,Los Angeles,United States,Clytie Kelty,C-Line,"4/9/13",CA-2013-124233,90032,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,Consumer,"4/15/13",Standard Class,California,Furnishings,"0%",1,US$10 ,"42%",5,US$25 ,"",10,"2013-09-04",25,10,"2013-09-04"
Office Supplies,Smyrna,United States,Patrick Gardner,Ampad,"4/9/13",CA-2013-150000,30080,Ampad #10 Peel & Seel Holiday Envelopes,South,Consumer,"4/15/13",Standard Class,Georgia,Envelopes,"0%",1,US$9 ,"48%",4,US$18 ,"",9,"2013-09-04",18,9,"2013-09-04"
Office Supplies,Troy,United States,Eugene Hildebrand,Other,"4/9/13",CA-2013-104969,45373,Catalog Binders with Expanding Posts,East,Home Office,"4/15/13",Standard Class,Ohio,Binders,"70%",1,(US$101),-83%,6,US$121 ,"",-101,"2013-09-04",121,-101,"2013-09-04"
Office Supplies,Troy,United States,Eugene Hildebrand,Other,"4/9/13",CA-2013-104969,45373,#10 Self-Seal White Envelopes,East,Home Office,"4/15/13",Standard Class,Ohio,Envelopes,"20%",1,US$3 ,"36%",1,US$9 ,"",3,"2013-09-04",9,3,"2013-09-04"
Furniture,Hot Springs,United States,Christine Kargatis,Eldon,"4/9/13",CA-2013-134789,71901,Eldon Radial Chair Mat for Low to Medium Pile Carpets,South,Home Office,"4/16/13",Standard Class,Arkansas,Furnishings,"0%",1,US$32 ,"20%",4,US$160 ,"",32,"2013-09-04",160,32,"2013-09-04"
Office Supplies,Hot Springs,United States,Christine Kargatis,Advantus,"4/9/13",CA-2013-134789,71901,Advantus Plastic Paper Clips,South,Home Office,"4/16/13",Standard Class,Arkansas,Fasteners,"0%",1,US$14 ,"48%",6,US$30 ,"",14,"2013-09-04",30,14,"2013-09-04"
Office Supplies,Hot Springs,United States,Christine Kargatis,Xerox,"4/9/13",CA-2013-134789,71901,Xerox 1993,South,Home Office,"4/16/13",Standard Class,Arkansas,Paper,"0%",1,US$13 ,"49%",4,US$26 ,"",13,"2013-09-04",26,13,"2013-09-04"
Office Supplies,Seattle,United States,Edward Becker,Acco,"4/10/13",CA-2013-126809,98103,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",West,Corporate,"4/14/13",Standard Class,Washington,Binders,"20%",1,US$13 ,"36%",9,US$35 ,"",13,"2013-10-04",35,13,"2013-10-04"
Furniture,Los Angeles,United States,Herbert Flentye,Bush,"4/10/13",CA-2013-117681,90004,Bush Somerset Collection Bookcase,West,Consumer,"4/15/13",Standard Class,California,Bookcases,"15%",1,US$7 ,"1%",5,US$557 ,"",7,"2013-10-04",557,7,"2013-10-04"
Office Supplies,Detroit,United States,Sean Wendt,Storex,"4/10/13",CA-2013-128517,48227,Storex Flexible Poly Binders with Double Pockets,Central,Home Office,"4/15/13",Second Class,Michigan,Binders,"0%",1,US$2 ,"46%",2,US$5 ,"",2,"2013-10-04",5,2,"2013-10-04"
Technology,Detroit,United States,Sean Wendt,Nortel,"4/10/13",CA-2013-128517,48227,Nortel Meridian M5316 Digital phone,Central,Home Office,"4/15/13",Second Class,Michigan,Phones,"0%",1,US$135 ,"26%",2,US$518 ,"",135,"2013-10-04",518,135,"2013-10-04"
Office Supplies,Springfield,United States,Justin Ritter,Wilson Jones,"4/11/13",US-2013-114622,45503,Wilson Jones Hanging Recycled Pressboard Data Binders,East,Corporate,"4/13/13",First Class,Ohio,Binders,"70%",1,(US$7),-73%,2,US$9 ,"",-7,"2013-11-04",9,-7,"2013-11-04"
Office Supplies,Chicago,United States,Quincy Jones,BIC,"4/11/13",CA-2013-109652,60653,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Central,Corporate,"4/16/13",Standard Class,Illinois,Art,"20%",1,US$3 ,"24%",4,US$14 ,"",3,"2013-11-04",14,3,"2013-11-04"
Office Supplies,Bakersfield,United States,Filia McAdams,Wilson Jones,"4/11/13",CA-2013-124814,93309,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",West,Corporate,"4/17/13",Standard Class,California,Binders,"20%",1,US$8 ,"35%",5,US$23 ,"",8,"2013-11-04",23,8,"2013-11-04"
Office Supplies,Bakersfield,United States,Filia McAdams,Xerox,"4/11/13",CA-2013-124814,93309,Xerox 227,West,Corporate,"4/17/13",Standard Class,California,Paper,"0%",1,US$6 ,"48%",2,US$13 ,"",6,"2013-11-04",13,6,"2013-11-04"
Office Supplies,San Francisco,United States,Brian Thompson,"3M","4/11/13",CA-2013-123358,94122,"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",West,Consumer,"4/18/13",Standard Class,California,Appliances,"0%",1,US$44 ,"39%",3,US$114 ,"",44,"2013-11-04",114,44,"2013-11-04"
